Timestamp,How would you describe your gender?,Which of the following would you describe yourself as?,Where do you live?,What is your age?,Do you believe that a secret cabal of lizard-people rule the world?,"A man has the confidence that if something is broken, it can be fixed.",A man cultivates as many interests as is possible.,"A man knows everything about something, and something about everything.",A man appreciates beauty in all of its forms.,A man uses his wealth and social standing for the benefit of others.,"A man does what he says he will do, and does not make promises he cannot keep.","A man may take a beating, of whatever kind, but he gets back up afterwards.","A man shows courtesy by holding doors open, pulling out chairs, and allowing others to choose before him.",A man is willing to endure suffering gladly in order to accomplish his goals.,A man protects those who are less strong than him.,A man arrives to occasions on time.,A man always looks to improve himself.,"A man is willing to challenge the status quo, if he has a better alternative.","A man shows sportsmanship, and does not harbour grudges against those that best him.",A man speaks his mind.,A man settles disputes by applying his principles equally to any situation.,A man is financially independent.,A man doesn't let the little frustrations of life get to him.,A man is unashamed of his sexual desires.,A man is willing and able to please his sexual partners.,A man does not make demands of his friends.,A man seeks advice when he wants to find a solution.,A man does not rely on the kindness of others.,A man is quick to respond in a time of crisis.,A man does not let fear or intimidation change his intent.,A man powers through a problem when grace or finesse fails.,"A man cultivates practical skills, and is ready to use them.",A man puts the lives of others over himself.,A man maintains his physical strength and fitness.,A man would rather try and fail than miss their chance at success.,"A man has a plan to get, or do, what it is they want.",A man does not perceive something as a threat to him unless it is a real danger.,"A man has a cause he believes in and takes risks for, and he would gladly suffer because of it.",A man does not lie.,A man cultivates a good sense of humour.,A man channels his anger and frustrations to productive ends.,A man does not need to prove himself to others.,A man prioritises clarity and directness over politeness and people-pleasing.,"A man values competition, and embraces it as a chance to better himself.","A man is open, clear, and consistent in his values.",A man does not trouble others with his feelings until he has made sense of them himself.,"A man is quick to form an opinion, and quick to defend it.","A man is always keen to explore, and seeks things unfamiliar to him.",A man is comfortable with who he is.,"A man makes the first move, sexually and romantically.",A man has a penis.,A man keeps his feelings to himself.,"A man has the confidence to speak authoritatively, unless he is proven wrong.",A man puts his bonds with other men first.,"A man accepts survival of the fittest, and does not let his neighbour's failures taint his successes.",A man's worth is measured by his accomplishments.,"A man does man's work, and lets women do women's work.",A man is able to provide financially for himself and others.,A man dresses practically.,A man takes the lead in bed.,A man eats whatever food he wants.,A man puts the needs and feelings of others before himself.,A man does not let his feelings cloud his judgement.,"A man is secure in his convictions, and is not easily swayed by the words of others.",A man is ready to use physical force or violence where it is necessary.,A man cherishes and values the qualities of women.,A man will defend his integrity if it is questioned.,A man helps other men to be good men.,A man does not speak ill of others.,A man is faithful to his roots.,A man lives in the present.,Feedback
12/14/2016 9:22:50,Woman,"Socialist, Feminist",Europe,26 - 40,No,Undesirable,Neutral,Undesirable,Neutral,Essential,Essential,Neutral,Neutral,Desirable,Essential,Desirable,Desirable,Essential,Desirable,Neutral,Neutral,Neutral,Undesirable,Desirable,Desirable,Undesirable,Essential,Undesirable,Desirable,Desirable,Undesirable,Neutral,Neutral,Neutral,Desirable,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Undesirable,Undesirable,Undesirable,Desirable,Undesirable,Undesirable,Desirable,Desirable,Neutral,Neutral,Undesirable,Undesirable,Undesirable,Neutral,Neutral,Undesirable,Neutral,Neutral,Neutral,Desirable,Desirable,Neutral,Neutral,Neutral,Essential,Neutral,Essential,Undesirable,Neutral,Neutral,
12/14/2016 9:27:10,Man,"Liberal, Feminist, Egalitarian, Moderate",Europe,41 - 65,No,Neutral,Neutral,Neutral,Desirable,Desirable,Desirable,Neutral,Undesirable,Undesirable,Neutral,Desirable,Neutral,Neutral,Desirable,Neutral,Desirable,Desirable,Neutral,Neutral,Desirable,Neutral,Desirable,Neutral,Neutral,Desirable,Undesirable,Neutral,Neutral,Neutral,Neutral,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Neutral,Undesirable,Neutral,Desirable,Neutral,Undesirable,Neutral,Desirable,Neutral,Neutral,Neutral,Neutral,Undesirable,Undesirable,Undesirable,Undesirable,Desirable,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Desirable,Neutral,Desirable,Neutral,Neutral,Neutral,
12/14/2016 9:29:20,Man,"Liberal, Feminist, Moderate",Europe,26 - 40,No,Neutral,Neutral,Neutral,Neutral,Essential,Desirable,Undesirable,Neutral,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Desirable,Neutral,Neutral,Neutral,Neutral,Desirable,Desirable,Desirable,Neutral,Neutral,Undesirable,Neutral,Neutral,Desirable,Desirable,Desirable,Neutral,Neutral,Desirable,Undesirable,Undesirable,Neutral,Desirable,Undesirable,Undesirable,Undesirable,Neutral,Undesirable,Undesirable,Undesirable,Undesirable,Neutral,Neutral,Neutral,Undesirable,Neutral,Neutral,Neutral,Neutral,Desirable,Neutral,Desirable,Neutral,Desirable,Undesirable,
12/14/2016 12:06:17,Woman,"Socialist, Feminist, Egalitarian, Moderate",Europe,26 - 40,No,Desirable,Desirable,Undesirable,Desirable,Desirable,Essential,Desirable,Neutral,Undesirable,Desirable,Desirable,Essential,Desirable,Essential,Desirable,Essential,Neutral,Desirable,Desirable,Neutral,Neutral,Desirable,Neutral,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Neutral,Essential,Essential,Desirable,Desirable,Neutral,Neutral,Essential,Undesirable,Neutral,Desirable,Essential,Neutral,Desirable,Undesirable,Desirable,Undesirable,Neutral,Neutral,Undesirable,Desirable,Desirable,Neutral,Desirable,Neutral,Neutral,Neutral,Neutral,Essential,Essential,Essential,Desirable,Neutral,Neutral,"Apart from the single question about the penis, for 'man' read 'person' in all my answers."
12/14/2016 12:33:39,Man,Liberal,Europe,41 - 65,No,Desirable,Essential,Desirable,Desirable,Desirable,Essential,Essential,Essential,Desirable,Essential,Essential,Essential,Essential,Desirable,Essential,Essential,Desirable,Desirable,Desirable,Essential,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Essential,Desirable,Neutral,Desirable,Essential,Desirable,Desirable,Neutral,Neutral,Desirable,Essential,Desirable,Undesirable,Desirable,Essential,Neutral,Desirable,Undesirable,Desirable,Neutral,Neutral,Desirable,Undesirable,Desirable,Neutral,Neutral,Neutral,Desirable,Desirable,Neutral,Desirable,Essential,Desirable,Desirable,Desirable,Desirable,Neutral,
12/14/2016 13:29:19,Man,Conservative,Europe,26 - 40,No,Desirable,Desirable,Desirable,Essential,Essential,Essential,Desirable,Essential,Essential,Essential,Essential,Neutral,Desirable,Essential,Essential,Essential,Desirable,Essential,Essential,Essential,Essential,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Neutral,Neutral,Essential,Desirable,Essential,Neutral,Neutral,Essential,Desirable,Essential,Essential,Essential,Essential,Essential,Desirable,Desirable,Desirable,Neutral,Essential,Desirable,Essential,Neutral,Essential,Neutral,Neutral,Neutral,Neutral,Desirable,Essential,Desirable,Essential,Desirable,Desirable,Essential,Essential,Desirable,Desirable,Neutral,Neutral,
12/14/2016 13:38:03,Other,"Socialist, Feminist",Europe,18 - 25,No,Neutral,Desirable,Neutral,Desirable,Essential,Essential,Desirable,Neutral,Neutral,Desirable,Essential,Desirable,Essential,Essential,Desirable,Essential,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Essential,Neutral,Undesirable,Desirable,Desirable,Neutral,Neutral,Undesirable,Undesirable,Undesirable,Undesirable,Undesirable,Undesirable,Neutral,Neutral,Neutral,Neutral,Neutral,Desirable,Neutral,Neutral,Neutral,Neutral,Essential,Neutral,Neutral,Desirable,
12/14/2016 13:41:46,Man,Men's Rights Activist,Other,41 - 65,Maybe,Desirable,Desirable,Undesirable,Desirable,Desirable,Desirable,Essential,Essential,Neutral,Desirable,Desirable,Desirable,Neutral,Desirable,Essential,Desirable,Neutral,Desirable,Essential,Desirable,Desirable,Essential,Neutral,Desirable,Desirable,Essential,Desirable,Desirable,Desirable,Desirable,Neutral,Neutral,Desirable,Desirable,Desirable,Neutral,Essential,Essential,Desirable,Neutral,Desirable,Essential,Neutral,Essential,Neutral,Essential,Undesirable,Desirable,Neutral,Neutral,Neutral,Neutral,Neutral,Essential,Neutral,Essential,Desirable,Neutral,Desirable,Essential,Desirable,Essential,Desirable,Neutral,Neutral,Desirable,
12/14/2016 15:04:51,Man,Moderate,Europe,26 - 40,No,Neutral,Essential,Undesirable,Essential,Desirable,Essential,Essential,Essential,Desirable,Essential,Essential,Essential,Essential,Essential,Essential,Neutral,Desirable,Neutral,Essential,Essential,Neutral,Desirable,Desirable,Desirable,Neutral,Undesirable,Desirable,Desirable,Essential,Essential,Neutral,Desirable,Essential,Desirable,Desirable,Undesirable,Essential,Desirable,Essential,Neutral,Neutral,Undesirable,Essential,Essential,Desirable,Essential,Undesirable,Undesirable,Undesirable,Desirable,Neutral,Undesirable,Desirable,Desirable,Neutral,Undesirable,Desirable,Desirable,Essential,Undesirable,Desirable,Desirable,Desirable,Essential,Neutral,Neutral,
12/14/2016 15:19:19,Other,"Liberal, Feminist",Northern America,18 - 25,Maybe,Neutral,Neutral,Neutral,Desirable,Desirable,Desirable,Neutral,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Desirable,Desirable,Neutral,Desirable,Undesirable,Neutral,Desirable,Neutral,Desirable,Neutral,Neutral,Essential,Desirable,Desirable,Desirable,Neutral,Neutral,Desirable,Desirable,Neutral,Desirable,Desirable,Neutral,Undesirable,Desirable,Essential,Neutral,Neutral,Undesirable,Neutral,Neutral,Neutral,Undesirable,Undesirable,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Essential,Neutral,Essential,Neutral,Desirable,Desirable,
12/14/2016 16:03:00,Other,"Socialist, Libertarian, Moderate",Europe,26 - 40,No,Neutral,Neutral,Neutral,Desirable,Essential,Desirable,Neutral,Essential,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Neutral,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Neutral,Neutral,Desirable,Neutral,Undesirable,Desirable,Essential,Undesirable,Desirable,Undesirable,Neutral,Desirable,Desirable,Undesirable,Neutral,Neutral,Desirable,Neutral,Undesirable,Desirable,Desirable,Neutral,Neutral,Desirable,Desirable,Desirable,Essential,Desirable,Neutral,
12/14/2016 18:11:12,Man,"Liberal, Libertarian, Feminist, Egalitarian",Europe,18 - 25,No,Desirable,Desirable,Neutral,Desirable,Desirable,Essential,Desirable,Desirable,Essential,Desirable,Desirable,Essential,Desirable,Desirable,Desirable,Neutral,Essential,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Essential,Neutral,Desirable,Essential,Desirable,Essential,Essential,Desirable,Desirable,Desirable,Desirable,Essential,Desirable,Neutral,Desirable,Essential,Essential,Neutral,Essential,Essential,Desirable,Neutral,Essential,Desirable,Neutral,Neutral,Desirable,Neutral,Desirable,Desirable,Neutral,Neutral,Essential,Essential,Neutral,Desirable,Essential,Desirable,Essential,Desirable,Desirable,Neutral,
12/14/2016 18:13:25,Man,Moderate,Europe,26 - 40,No,Neutral,Desirable,Undesirable,Desirable,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Neutral,Neutral,Desirable,Desirable,Neutral,Neutral,Desirable,Neutral,Neutral,Neutral,Neutral,Neutral,Desirable,Neutral,Neutral,Neutral,Desirable,Neutral,Desirable,Neutral,Neutral,Desirable,Neutral,Neutral,Desirable,Neutral,Undesirable,Desirable,Desirable,Neutral,Essential,Neutral,Neutral,Undesirable,Undesirable,Neutral,Undesirable,Neutral,Neutral,Neutral,Undesirable,Desirable,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Neutral,Neutral,
12/14/2016 18:16:58,Man,Socialist,Europe,41 - 65,No,Neutral,Neutral,Neutral,Essential,Essential,Essential,Undesirable,Desirable,Neutral,Essential,Essential,Neutral,Essential,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Desirable,Neutral,Desirable,Neutral,Desirable,Neutral,Neutral,Neutral,Desirable,Neutral,Neutral,Neutral,Neutral,Desirable,Essential,Neutral,Desirable,Essential,Desirable,Undesirable,Desirable,Undesirable,Neutral,Desirable,Desirable,Neutral,Neutral,Undesirable,Desirable,Undesirable,Neutral,Neutral,Undesirable,Desirable,Neutral,Neutral,Desirable,Essential,Neutral,Neutral,Neutral,Essential,Neutral,Essential,Desirable,Neutral,Neutral,all good. John.
12/14/2016 18:54:47,Man,Moderate,Europe,18 - 25,No,Desirable,Desirable,Neutral,Undesirable,Desirable,Essential,Desirable,Neutral,Desirable,Essential,Desirable,Essential,Essential,Desirable,Essential,Neutral,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Desirable,Essential,Desirable,Undesirable,Essential,Neutral,Essential,Desirable,Desirable,Essential,Neutral,Desirable,Desirable,Desirable,Essential,Essential,Neutral,Desirable,Neutral,Undesirable,Desirable,Desirable,Neutral,Desirable,Undesirable,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Neutral,Neutral,Undesirable,Essential,Desirable,Desirable,Desirable,Desirable,Desirable,Undesirable,Neutral,Undesirable,
12/14/2016 19:05:29,Man,"Libertarian, Egalitarian",Europe,26 - 40,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Essential,Essential,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,
12/14/2016 19:14:04,Woman,"Socialist, Anarchist, Feminist",Northern America,18 - 25,No,Neutral,Desirable,Desirable,Desirable,Essential,Desirable,Neutral,Neutral,Desirable,Neutral,Desirable,Desirable,Neutral,Desirable,Neutral,Neutral,Neutral,Neutral,Neutral,Desirable,Desirable,Desirable,Neutral,Desirable,Neutral,Neutral,Desirable,Desirable,Neutral,Desirable,Neutral,Neutral,Neutral,Desirable,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Desirable,Undesirable,Desirable,Desirable,Neutral,Neutral,Neutral,Neutral,Undesirable,Undesirable,Neutral,Undesirable,Neutral,Desirable,Neutral,Neutral,Neutral,Neutral,Undesirable,Undesirable,Neutral,Neutral,Desirable,Desirable,Neutral,Desirable,
12/14/2016 19:17:27,Man,"Liberal, Egalitarian, Moderate",Europe,18 - 25,No,Neutral,Desirable,Desirable,Neutral,Neutral,Desirable,Desirable,Desirable,Desirable,Neutral,Neutral,Essential,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Neutral,Desirable,Neutral,Neutral,Desirable,Desirable,Desirable,Neutral,Neutral,Desirable,Desirable,Desirable,Neutral,Neutral,Desirable,Neutral,Neutral,Desirable,Desirable,Neutral,Desirable,Desirable,Neutral,Undesirable,Desirable,Desirable,Neutral,Essential,Neutral,Desirable,Neutral,Essential,Essential,Undesirable,Desirable,Neutral,Neutral,Neutral,Undesirable,Essential,Neutral,Neutral,Desirable,Neutral,Desirable,Neutral,Neutral,Neutral,
12/14/2016 19:39:43,Man,"Socialist, Moderate",Europe,26 - 40,No,Neutral,Desirable,Neutral,Neutral,Essential,Desirable,Desirable,Desirable,Neutral,Essential,Desirable,Desirable,Desirable,Desirable,Desirable,Essential,Neutral,Neutral,Neutral,Neutral,Undesirable,Essential,Neutral,Desirable,Desirable,Neutral,Neutral,Essential,Neutral,Undesirable,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Essential,Neutral,Desirable,Essential,Undesirable,Undesirable,Neutral,Essential,Neutral,Neutral,Undesirable,Desirable,Neutral,Desirable,Undesirable,Undesirable,Neutral,Neutral,Neutral,Neutral,Desirable,Desirable,Desirable,Undesirable,Essential,Desirable,Essential,Desirable,Desirable,Undesirable,Interesting set of questions.
12/14/2016 19:44:24,Other,"Feminist, Egalitarian",Europe,18 - 25,No,Undesirable,Neutral,Neutral,Desirable,Desirable,Desirable,Desirable,Neutral,Undesirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Undesirable,Neutral,Neutral,Essential,Desirable,Neutral,Neutral,Neutral,Desirable,Desirable,Neutral,Desirable,Undesirable,Neutral,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Neutral,Neutral,Essential,Neutral,Desirable,Undesirable,Undesirable,Desirable,Desirable,Neutral,Undesirable,Undesirable,Neutral,Undesirable,Undesirable,Neutral,Undesirable,Desirable,Neutral,Neutral,Desirable,Undesirable,Undesirable,Undesirable,Neutral,Desirable,Neutral,Desirable,Neutral,Neutral,Neutral,"It was unclear if the question was ""How desirable are these traits in a man"" or ""How much do you desire this trait to be integral to being a man"" but that might be because I didn't take enough time to read the instructions "
12/14/2016 19:55:54,Man,"Socialist, Liberal, Feminist",Europe,18 - 25,No,Desirable,Desirable,Neutral,Desirable,Desirable,Desirable,Neutral,Neutral,Neutral,Neutral,Desirable,Desirable,Desirable,Desirable,Neutral,Neutral,Desirable,Desirable,Desirable,Neutral,Desirable,Desirable,Undesirable,Neutral,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Desirable,Neutral,Neutral,Desirable,Desirable,Desirable,Essential,Neutral,Desirable,Neutral,Undesirable,Undesirable,Desirable,Desirable,Neutral,Neutral,Undesirable,Desirable,Neutral,Neutral,Undesirable,Undesirable,Neutral,Neutral,Neutral,Desirable,Desirable,Desirable,Undesirable,Desirable,Desirable,Desirable,Essential,Neutral,Neutral,Neutral,
12/14/2016 20:14:14,Other,"Socialist, Feminist",Europe,18 - 25,Yes,Neutral,Undesirable,Undesirable,Desirable,Desirable,Neutral,Neutral,Desirable,Neutral,Neutral,Neutral,Neutral,Neutral,Desirable,Neutral,Neutral,Neutral,Neutral,Undesirable,Neutral,Neutral,Essential,Undesirable,Neutral,Neutral,Undesirable,Neutral,Neutral,Neutral,Desirable,Neutral,Undesirable,Neutral,Neutral,Neutral,Neutral,Neutral,Undesirable,Neutral,Neutral,Undesirable,Undesirable,Desirable,Desirable,Undesirable,Neutral,Undesirable,Neutral,Undesirable,Undesirable,Neutral,Undesirable,Neutral,Neutral,Neutral,Undesirable,Neutral,Neutral,Neutral,Neutral,Essential,Neutral,Desirable,Neutral,Neutral,Neutral,
12/14/2016 20:16:35,Other,"Socialist, Feminist",Europe,26 - 40,No,Neutral,Neutral,Neutral,Desirable,Desirable,Neutral,Neutral,Undesirable,Neutral,Desirable,Desirable,Desirable,Desirable,Neutral,Neutral,Neutral,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Undesirable,Neutral,Neutral,Undesirable,Desirable,Desirable,Neutral,Neutral,Undesirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Undesirable,Undesirable,Desirable,Undesirable,Undesirable,Neutral,Desirable,Neutral,Undesirable,Undesirable,Neutral,Undesirable,Undesirable,Neutral,Undesirable,Neutral,Neutral,Undesirable,Neutral,Desirable,Desirable,Neutral,Undesirable,Undesirable,Neutral,Neutral,Desirable,Desirable,Neutral,"
To be honest, I don't believe in a non-toxic masculinity - gender roles are toxic, and we should be focussing on abolishing them and allowing people to simply exist, rather than seeking ways to sanitise a structure that systematically oppresses women based on societal norms and perceived biology"
12/14/2016 20:39:03,Man,"Socialist, Anarchist, Feminist, Egalitarian",Europe,26 - 40,No,Neutral,Neutral,Desirable,Desirable,Desirable,Desirable,Neutral,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Neutral,Neutral,Neutral,Desirable,Neutral,Desirable,Neutral,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Neutral,Undesirable,Neutral,Desirable,Neutral,Neutral,Neutral,Neutral,Undesirable,Undesirable,Neutral,Undesirable,Desirable,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Desirable,Neutral,Desirable,Neutral,Neutral,Neutral,Halfway down the voice in my head started reading it all as Jaqen H'ghar from Game of Thrones. This was somewhat amusing.
12/14/2016 20:59:43,Other,"Liberal, Feminist",Northern America,18 - 25,No,Neutral,Neutral,Neutral,Neutral,Desirable,Desirable,Desirable,Neutral,Neutral,Neutral,Desirable,Desirable,Desirable,Desirable,Neutral,Undesirable,Neutral,Desirable,Desirable,Desirable,Undesirable,Neutral,Undesirable,Neutral,Neutral,Neutral,Desirable,Neutral,Neutral,Desirable,Desirable,Neutral,Neutral,Neutral,Desirable,Desirable,Neutral,Neutral,Neutral,Essential,Undesirable,Undesirable,Neutral,Desirable,Neutral,Neutral,Undesirable,Undesirable,Neutral,Neutral,Neutral,Undesirable,Neutral,Neutral,Neutral,Neutral,Undesirable,Undesirable,Neutral,Undesirable,Neutral,Neutral,Essential,Desirable,Desirable,Undesirable,
12/14/2016 21:05:33,Man,"Liberal, Egalitarian, Moderate",Europe,26 - 40,No,Desirable,Desirable,Neutral,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Essential,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Neutral,Neutral,Desirable,Neutral,Neutral,Essential,Desirable,Desirable,Desirable,Desirable,Essential,Essential,Neutral,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Neutral,Neutral,Desirable,Neutral,Desirable,Neutral,Neutral,Neutral,Desirable,Essential,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,
12/14/2016 21:10:39,Man,"Liberal, Feminist, Moderate",Europe,26 - 40,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Essential,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,
12/14/2016 22:08:01,Woman,"Socialist, Liberal, Feminist, Egalitarian, Moderate",Europe,26 - 40,No,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Neutral,Neutral,Neutral,Neutral,Desirable,Desirable,Neutral,Desirable,Neutral,Neutral,Desirable,Desirable,Desirable,Neutral,Neutral,Desirable,Neutral,Neutral,Desirable,Neutral,Desirable,Neutral,Neutral,Neutral,Neutral,Desirable,Neutral,Desirable,Desirable,Neutral,Desirable,Neutral,Neutral,Essential,Undesirable,Undesirable,Desirable,Essential,Neutral,Neutral,Undesirable,Neutral,Neutral,Undesirable,Undesirable,Undesirable,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Desirable,Neutral,Neutral,Neutral,"Examples of the behaviours would be useful as some of them could be interpreted in several ways, making it difficult to give an accurate response without knowing whether the author definition matches the respondent's definition. "
12/14/2016 22:18:09,Man,"Liberal, Libertarian, Egalitarian, Moderate",Europe,26 - 40,No,Desirable,Undesirable,Undesirable,Desirable,Neutral,Desirable,Neutral,Essential,Undesirable,Neutral,Essential,Desirable,Desirable,Neutral,Essential,Essential,Desirable,Neutral,Essential,Essential,Essential,Neutral,Desirable,Desirable,Neutral,Desirable,Desirable,Undesirable,Neutral,Essential,Desirable,Desirable,Undesirable,Desirable,Desirable,Desirable,Neutral,Essential,Neutral,Essential,Neutral,Undesirable,Desirable,Essential,Neutral,Neutral,Neutral,Desirable,Neutral,Essential,Essential,Undesirable,Neutral,Undesirable,Neutral,Neutral,Neutral,Desirable,Neutral,Undesirable,Essential,Desirable,Neutral,Desirable,Neutral,Desirable,This would have given more interesting results if you'd asked a few similar questions replacing man with woman. For the record I would have answered the same way if the questions said woman instead of man but I know others would not.
